		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 249.984375	M = 128000	N = 8	m = 9	n = 1024000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
010100011  261  263  248  260  246  264  261  248  3.031022 0.932396 SUCCESS  60
010100111  237  235  250  249  278  233  229  234  8.950311 0.346505 SUCCESS  61
010101011  269  257  245  236  264  241  258  251  4.028388 0.854553 SUCCESS  62
010101111  249  246  265  238  266  267  255  252  3.976800 0.859211 SUCCESS  63
010110011  221  260  258  255  251  245  234  227  7.610578 0.472403 SUCCESS  64
010110111  228  238  269  246  239  261  247  277  8.213341 0.412913 SUCCESS  65
010111011  238  243  250  243  249  249  255  210  7.724614 0.460822 SUCCESS  66
010111111  280  273  220  260  254  224  240  243 13.528444 0.094915 SUCCESS  67
011000111  245  248  254  229  233  253  239  269  5.234044 0.732293 SUCCESS  68
011001111  271  225  270  228  244  263  244  245  9.167135 0.328394 SUCCESS  69
011010111  263  227  237  263  247  261  255  263  5.628905 0.688720 SUCCESS  70
011011111  221  244  269  257  245  243  250  245  5.731046 0.677329 SUCCESS  71
011101111  248  261  227  252  239  227  235  236  7.143830 0.521197 SUCCESS  72
011111111  235  253  234  255  235  255  247  233  4.391184 0.820219 SUCCESS  73
100000000  222  238  247  247  274  241  254  246  6.760606 0.562668 SUCCESS  74
100010000  237  246  241  231  278  240  261  250  6.750133 0.563816 SUCCESS  75
100100000  261  259  268  243  252  232  228  258  6.003467 0.646844 SUCCESS  76
100101000  279  230  253  254  254  265  244  263  7.088622 0.527102 SUCCESS  77
100110000  244  265  255  256  258  260  239  259  2.851176 0.943347 SUCCESS  78
100111000  253  255  262  235  252  248  247  225  4.320590 0.827103 SUCCESS  79
101000000  257  250  237  237  228  240  254  264  4.890255 0.769239 SUCCESS  80
101000100  241  258  226  248  277  242  247  267  7.514255 0.482295 SUCCESS  81
101001000  230  250  246  240  234  251  266  259  4.589390 0.800425 SUCCESS  82
101001100  283  252  259  257  278  248  247  236  9.176186 0.327652 SUCCESS  83
101010000  278  220  225  278  248  229  244  247 14.820210 0.062737 SUCCESS  84
101010100  283  260  225  243  259  266  278  210 18.968832 0.015027 SUCCESS  85
101011000  240  254  254  247  259  220  276  278 10.686327 0.220113 SUCCESS  86
101011100  260  255  257  268  266  230  248  270  6.453018 0.596623 SUCCESS  87
101100000  241  239  260  254  255  235  280  234  7.132582 0.522398 SUCCESS  88
101100100  240  279  251  270  242  233  229  242  9.100420 0.333896 SUCCESS  89
101101000  244  271  237  252  244  245  242  251  3.208800 0.920579 SUCCESS  90
101101100  258  274  243  249  238  263  272  229  7.980226 0.435404 SUCCESS  91
101110000  227  245  263  241  259  232  269  244  6.642044 0.575699 SUCCESS  92
101110100  248  254  252  272  241  241  222  230  7.665527 0.466805 SUCCESS  93
101111000  232  282  261  240  241  277  265  257 10.983572 0.202632 SUCCESS  94
101111100  228  242  254  233  246  244  253  252  3.791911 0.875393 SUCCESS  95
110000000  246  235  245  260  276  262  254  239  5.475952 0.705703 SUCCESS  96
110000010  262  265  243  257  243  255  262  257  3.042529 0.931660 SUCCESS  97
110000100  217  259  252  242  233  253  244  257  6.701131 0.569195 SUCCESS  98
110001000  252  244  253  253  246  255  236  249  1.223119 0.996408 SUCCESS  99
110001010  263  279  218  249  234  253  244  270 11.321156 0.184158 SUCCESS 100
110010000  264  258  266  240  240  243  241  244  3.648655 0.887351 SUCCESS 101
110010010  262  267  232  261  262  237  269  252  6.443192 0.597715 SUCCESS 102
110010100  258  246  264  255  257  272  241  256  3.940986 0.862408 SUCCESS 103
110011000  226  252  231  246  244  254  260  239  5.082772 0.748694 SUCCESS 104
110011010  245  271  241  274  220  240  257  258  9.251952 0.321490 SUCCESS 105
110100000  245  258  264  235  235  248  249  253  3.097220 0.928109 SUCCESS 106
110100010  229  270  235  237  267  242  254  304 18.705851 0.016514 SUCCESS 107
110100100  263  243  235  252  243  246  237  259  3.149842 0.924605 SUCCESS 108
110101000  254  238  243  266  250  237  255  247  2.762481 0.948368 SUCCESS 109
110101010  287  237  260  246  269  251  273  206 18.543329 0.017502 SUCCESS 110
110101100  243  270  272  241  256  237  266  249  6.111168 0.634781 SUCCESS 111
110110000  241  247  273  249  211  249  258  237  9.821745 0.277761 SUCCESS 112
110110010  242  260  273  238  262  243  243  238  5.059887 0.751157 SUCCESS 113
110110100  245  249  272  262  246  254  236  241  3.984945 0.858479 SUCCESS 114
110111000  244  255  257  263  248  236  282  246  6.288687 0.614929 SUCCESS 115
110111010  246  228  268  245  250  245  254  238  4.274691 0.831528 SUCCESS 116
110111100  243  267  259  227  251  267  247  242  5.424493 0.711390 SUCCESS 117
111000000  252  253  265  268  256  245  264  240  3.807814 0.874033 SUCCESS 118
111000010  204  248  243  244  240  244  257  250  9.879281 0.273601 SUCCESS 119
111000100  256  252  274  263  245  256  234  233  5.756776 0.674455 SUCCESS 120
111000110  239  272  265  247  260  259  240  277  7.657640 0.467607 SUCCESS 121
111001000  253  232  261  239  232  242  234  262  5.633430 0.688216 SUCCESS 122
111001010  257  259  282  234  256  267  223  239 10.697317 0.219446 SUCCESS 123
111001100  235  230  229  241  234  263  262  241  7.426465 0.491395 SUCCESS 124
111010000  258  260  253  245  230  247  227  278  7.943507 0.439008 SUCCESS 125
111010010  247  244  246  268  256  261  248  229  4.083467 0.849515 SUCCESS 126
111010100  256  234  243  253  255  253  253  241  1.959572 0.982226 SUCCESS 127
111010110  234  268  250  259  230  236  266  245  6.361737 0.606781 SUCCESS 128
111011000  239  236  267  228  232  254  235  273  9.031378 0.339656 SUCCESS 129
111011010  245  266  256  252  249  240  245  222  5.089883 0.747928 SUCCESS 130
111011100  240  229  254  253  264  250  274  233  6.731127 0.565900 SUCCESS 131
111100000  257  244  261  261  249  273  259  232  5.226028 0.733167 SUCCESS 132
111100010  240  237  250  217  250  244  242  249  6.027257 0.644179 SUCCESS 133
111100100  262  251  227  232  235  247  239  263  6.291402 0.614626 SUCCESS 134
111100110  246  239  241  242  250  248  241  233  2.706368 0.951413 SUCCESS 135
111101000  263  240  230  245  248  246  239  307 16.899370 0.031174 SUCCESS 136
111101010  260  233  247  281  251  243  235  251  6.764743 0.562215 SUCCESS 137
111101100  238  229  270  222  239  261  250  268  9.657802 0.289870 SUCCESS 138
111101110  242  201  270  244  262  230  268  222 18.829584 0.015798 SUCCESS 139
111110000  250  227  263  260  254  252  266  257  4.650028 0.794242 SUCCESS 140
111110010  254  258  252  253  242  250  246  247  0.753269 0.999378 SUCCESS 141
111110100  286  223  241  256  257  236  246  273 12.133115 0.145363 SUCCESS 142
111110110  231  243  274  266  234  251  243  235  7.332598 0.501210 SUCCESS 143
111111000  245  236  241  253  274  244  258  251  4.087992 0.849098 SUCCESS 144
111111010  258  245  246  250  233  252  252  257  1.865059 0.984873 SUCCESS 145
111111100  243  252  254  266  275  260  251  225  6.937608 0.543379 SUCCESS 146
111111110  235  253  234  255  235  255  247  233  4.391184 0.820219 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 249.984375	M = 128000	N = 8	m = 9	n = 1024000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  268  253  227  263  231  274  244  254  8.359313 0.399181 SUCCESS   0
000000011  263  242  231  246  251  272  246  232  5.934941 0.654519 SUCCESS   1
000000101  251  271  258  251  246  228  270  252  5.841333 0.665000 SUCCESS   2
000000111  269  251  258  251  250  253  251  216  6.590715 0.581364 SUCCESS   3
000001001  265  254  232  248  249  241  257  242  3.159410 0.923959 SUCCESS   4
000001011  247  250  245  243  269  244  250  241  2.319653 0.969611 SUCCESS   5
000001101  272  256  232  251  255  262  243  275  6.989842 0.537729 SUCCESS   6
000001111  276  248  269  282  243  258  260  259  9.772356 0.281369 SUCCESS   7
000010001  226  242  245  273  224  242  256  247  8.182053 0.415892 SUCCESS   8
000010011  256  261  226  226  241  258  264  238  7.418578 0.492216 SUCCESS   9
000010101  264  266  275  264  260  247  257  230  7.583685 0.475155 SUCCESS  10
000010111  244  245  255  238  237  257  255  249  1.958537 0.982257 SUCCESS  11
000011001  270  267  274  273  246  234  238  230 10.802691 0.213132 SUCCESS  12
000011011  246  250  233  241  249  255  259  283  6.547402 0.586155 SUCCESS  13
000011101  264  275  273  235  250  237  282  262 12.058125 0.148629 SUCCESS  14
000011111  251  269  260  274  246  256  245  250  4.619774 0.797334 SUCCESS  15
000100011  256  233  266  275  239  236  229  246  8.189422 0.415189 SUCCESS  16
000100101  268  260  259  210  223  260  254  249 12.207200 0.142196 SUCCESS  17
000100111  230  279  232  253  240  254  258  240  7.668889 0.466464 SUCCESS  18
000101001  238  236  238  252  265  251  261  254  3.520267 0.897611 SUCCESS  19
000101011  245  239  258  254  257  243  245  275  4.031879 0.854236 SUCCESS  20
000101101  242  269  236  262  265  247  237  254  4.900210 0.768187 SUCCESS  21
000101111  257  228  233  248  241  268  232  261  6.930109 0.544192 SUCCESS  22
000110011  258  260  248  256  247  226  252  243  3.482384 0.900553 SUCCESS  23
000110101  246  271  233  230  247  235  241  254  6.105349 0.635432 SUCCESS  24
000110111  238  269  240  255  249  227  243  286 10.365034 0.240334 SUCCESS  25
000111001  246  231  230  264  247  263  239  228  7.258513 0.509015 SUCCESS  26
000111011  245  251  259  264  268  247  269  245  4.234610 0.835360 SUCCESS  27
000111101  258  233  228  239  262  266  256  248  5.782764 0.671551 SUCCESS  28
000111111  250  277  268  241  241  260  263  267  7.344234 0.499988 SUCCESS  29
001000011  259  224  224  232  280  229  256  260 13.375620 0.099563 SUCCESS  30
001000101  245  235  270  262  231  239  254  257  5.547321 0.697792 SUCCESS  31
001000111  222  256  257  277  259  255  267  242  8.515111 0.384834 SUCCESS  32
001001011  249  266  255  221  263  243  257  244  5.899644 0.658472 SUCCESS  33
001001101  255  225  236  248  227  279  226  238 12.155354 0.144406 SUCCESS  34
001001111  260  253  257  254  256  241  224  232  5.338384 0.720872 SUCCESS  35
001010011  207  259  239  241  262  248  262  265 10.957713 0.204107 SUCCESS  36
001010101  238  271  282  271  236  264  277  217 17.632461 0.024157 SUCCESS  37
001010111  256  246  264  262  248  266  243  264  3.717568 0.881664 SUCCESS  38
001011011  244  261  234  243  242  245  245  250  2.378481 0.967157 SUCCESS  39
001011101  228  242  264  286  222  271  264  243 14.524776 0.069072 SUCCESS  40
001011111  273  236  213  246  259  283  227  241 16.091547 0.041088 SUCCESS  41
001100101  232  269  267  272  219  240  240  238 11.428598 0.178576 SUCCESS  42
001100111  254  266  247  249  253  228  265  262  4.736267 0.785356 SUCCESS  43
001101011  255  258  227  246  256  267  238  263  5.264040 0.729018 SUCCESS  44
001101101  256  241  222  266  239  290  243  245 12.213794 0.141917 SUCCESS  45
001101111  223  242  233  255  246  232  230  278 10.877552 0.208734 SUCCESS  46
001110101  244  269  257  221  240  218  288  239 16.447103 0.036410 SUCCESS  47
001110111  241  279  248  253  263  244  248  267  5.934424 0.654577 SUCCESS  48
001111011  225  262  234  243  275  254  269  228 10.590392 0.226005 SUCCESS  49
001111101  254  262  257  249  238  234  256  251  2.677018 0.952965 SUCCESS  50
001111111  284  242  243  267  261  275  266  275 13.192154 0.105407 SUCCESS  51
010000011  266  263  261  284  278  242  244  278 13.957956 0.082868 SUCCESS  52
010000111  266  235  247  219  243  253  259  248  6.591103 0.581321 SUCCESS  53
010001011  236  225  255  277  219  247  251  284 15.315790 0.053288 SUCCESS  54
010001111  240  240  253  239  231  237  253  244  3.736186 0.880107 SUCCESS  55
010010011  289  269  272  227  261  238  237  257 13.982521 0.082222 SUCCESS  56
010010111  246  238  243  250  262  268  247  244  2.986933 0.935175 SUCCESS  57
010011011  239  230  243  254  227  273  241  247  7.168267 0.518592 SUCCESS  58
010011111  286  222  225  252  273  230  250  249 15.054230 0.058100 SUCCESS  59
010100011  232  249  234  238  230  252  273  246  6.920024 0.545286 SUCCESS  60
010100111  250  272  237  245  247  224  268  233  8.172356 0.416818 SUCCESS  61
010101011  245  226  276  266  252  271  250  197 19.803418 0.011106 SUCCESS  62
010101111  249  223  273  248  261  271  245  232  8.994917 0.342725 SUCCESS  63
010110011  239  259  268  245  255  254  252  245  2.571515 0.958313 SUCCESS  64
010110111  250  258  265  231  235  249  265  235  5.484614 0.704744 SUCCESS  65
010111011  236  221  251  271  242  263  259  252  7.434222 0.490588 SUCCESS  66
010111111  262  231  238  242  255  263  214  217 13.610158 0.092510 SUCCESS  67
011000111  227  258  264  246  249  218  231  245  9.160412 0.328945 SUCCESS  68
011001111  265  249  247  220  248  251  263  273  7.606570 0.472813 SUCCESS  69
011010111  234  221  216  237  274  256  239  243 13.245810 0.103667 SUCCESS  70
011011111  243  241  251  290  238  246  233  252  9.035257 0.339330 SUCCESS  71
011101111  245  246  258  260  260  232  249  247  2.643402 0.954708 SUCCESS  72
011111111  292  265  226  250  252  272  259  280 16.702586 0.033359 SUCCESS  73
100000000  268  253  227  263  231  274  244  254  8.359313 0.399181 SUCCESS  74
100010000  265  213  266  232  271  234  282  253 16.154384 0.040223 SUCCESS  75
100100000  275  268  252  263  252  256  242  230  6.732291 0.565773 SUCCESS  76
100101000  255  225  240  255  235  269  262  257  6.429228 0.599268 SUCCESS  77
100110000  252  265  247  215  249  251  256  233  7.401770 0.493969 SUCCESS  78
100111000  279  264  230  234  257  240  254  252  7.705091 0.462795 SUCCESS  79
101000000  263  270  233  244  239  236  252  258  5.291063 0.726062 SUCCESS  80
101000100  249  244  257  269  229  245  232  259  5.450998 0.708463 SUCCESS  81
101001000  267  263  257  243  254  244  250  228  4.518796 0.807550 SUCCESS  82
101001100  237  237  245  254  261  247  248  248  2.136057 0.976554 SUCCESS  83
101010000  236  268  253  270  276  266  256  253  7.895927 0.443702 SUCCESS  84
101010100  258  262  272  236  227  234  249  239  7.423620 0.491691 SUCCESS  85
101011000  238  265  271  280  225  244  234  280 14.597309 0.067465 SUCCESS  86
101011100  235  244  234  233  246  269  270  253  6.584638 0.582036 SUCCESS  87
101100000  235  246  253  255  255  247  226  245  3.760105 0.878093 SUCCESS  88
101100100  261  257  243  246  250  252  274  249  3.380242 0.908283 SUCCESS  89
101101000  245  240  260  265  248  247  251  246  1.986206 0.981432 SUCCESS  90
101101100  249  267  238  261  272  257  252  245  4.626756 0.796622 SUCCESS  91
101110000  258  262  271  227  210  262  264  285 17.973665 0.021425 SUCCESS  92
101110100  258  263  285  244  244  244  244  262  7.229552 0.512081 SUCCESS  93
101111000  263  241  246  238  235  262  254  257  3.491434 0.899853 SUCCESS  94
101111100  252  237  264  259  258  240  239  252  3.057657 0.930687 SUCCESS  95
110000000  260  247  239  248  251  252  259  228  3.324388 0.912384 SUCCESS  96
110000010  259  248  245  233  251  256  249  241  2.140840 0.976387 SUCCESS  97
110000100  239  250  240  251  228  246  259  260  3.732566 0.880410 SUCCESS  98
110001000  264  220  271  225  272  246  242  243 11.479022 0.176006 SUCCESS  99
110001010  229  252  240  247  249  229  248  296 12.890772 0.115663 SUCCESS 100
110010000  249  274  226  267  285  257  250  248 11.260905 0.187350 SUCCESS 101
110010010  253  261  263  242  258  267  245  247  3.107693 0.927418 SUCCESS 102
110010100  246  244  243  258  242  249  257  249  1.156921 0.997049 SUCCESS 103
